아테네.n.03	그리스.n.02	바그다드.n.01	이라크.n.01
아테네.n.03	그리스.n.02	베이징.n.01	중국.n.01
아테네.n.03	그리스.n.02	베이루트.n.01	레바논.n.01
아테네.n.03	그리스.n.02	베오그라드.n.01	세르비아.n.01
아테네.n.03	그리스.n.02	베를린.n.01	독일.n.01
아테네.n.03	그리스.n.02	베른.n.01	스위스.n.01
아테네.n.03	그리스.n.02	브뤼셀.n.01	벨기에.n.01
아테네.n.03	그리스.n.02	부쿠레슈티.n.01	루마니아.n.01
아테네.n.03	그리스.n.02	부다페스트.n.01	헝가리.n.01
아테네.n.03	그리스.n.02	카이로.n.01	이집트.n.01
아테네.n.03	그리스.n.02	캔버라.n.01	호주.n.01
아테네.n.03	그리스.n.02	코펜하겐.n.01	덴마크.n.01
아테네.n.03	그리스.n.02	다마스쿠스.n.01	시리아.n.02
아테네.n.03	그리스.n.02	다카.n.01	방글라데시.n.01
아테네.n.03	그리스.n.02	더블린.n.01	아일랜드.n.01
아테네.n.03	그리스.n.02	하노이.n.01	베트남.n.01
아테네.n.03	그리스.n.02	아바나.n.01	쿠바.n.01
아테네.n.03	그리스.n.02	헬싱키.n.01	핀란드.n.01
아테네.n.03	그리스.n.02	이슬라마바드.n.01	파키스탄.n.01
아테네.n.03	그리스.n.02	자카르타.n.01	인도네시아.n.01
아테네.n.03	그리스.n.02	키예프.n.01	우크라이나.n.01
아테네.n.03	그리스.n.02	리마.n.01	페루.n.01
아테네.n.03	그리스.n.02	리스본.n.01	포르투갈.n.01
아테네.n.03	그리스.n.02	런던.n.03	영국.n.01
아테네.n.03	그리스.n.02	마드리드.n.01	스페인.n.01
아테네.n.03	그리스.n.02	마닐라.n.01	필리핀.n.01
아테네.n.03	그리스.n.02	모스크바.n.01	러시아.n.01
아테네.n.03	그리스.n.02	나이로비.n.01	케냐.n.01
아테네.n.03	그리스.n.02	오슬로.n.01	노르웨이.n.01
아테네.n.03	그리스.n.02	오타와.n.01	캐나다.n.01
아테네.n.03	그리스.n.02	파리.n.07	프랑스.n.02
아테네.n.03	그리스.n.02	로마.n.02	이탈리아.n.01
아테네.n.03	그리스.n.02	산티아고.n.01	칠레.n.01
아테네.n.03	그리스.n.02	소피아.n.01	불가리아.n.01
아테네.n.03	그리스.n.02	스톡홀름.n.01	스웨덴.n.01
아테네.n.03	그리스.n.02	테헤란.n.01	이란.n.03
아테네.n.03	그리스.n.02	도쿄.n.01	일본.n.02
아테네.n.03	그리스.n.02	오스트리아.n.01	빈.n.07
아테네.n.03	그리스.n.02	바르샤바.n.01	폴란드.n.01
아테네.n.03	그리스.n.02	자그레브.n.01	크로아티아.n.01
아테네.n.03	그리스.n.02	서울.n.01	대한민국.n.01
오슬로.n.01	노르웨이.n.01	오타와.n.01	캐나다.n.01
오슬로.n.01	노르웨이.n.01	파리.n.07	프랑스.n.02
오슬로.n.01	노르웨이.n.01	로마.n.02	이탈리아.n.01
오슬로.n.01	노르웨이.n.01	산티아고.n.01	칠레.n.01
오슬로.n.01	노르웨이.n.01	소피아.n.01	불가리아.n.01
오슬로.n.01	노르웨이.n.01	스톡홀름.n.01	스웨덴.n.01
오슬로.n.01	노르웨이.n.01	테헤란.n.01	이란.n.03
오슬로.n.01	노르웨이.n.01	도쿄.n.01	일본.n.02
오슬로.n.01	노르웨이.n.01	오스트리아.n.01	빈.n.07
오슬로.n.01	노르웨이.n.01	바르샤바.n.01	폴란드.n.01
오슬로.n.01	노르웨이.n.01	자그레브.n.01	크로아티아.n.01
오슬로.n.01	노르웨이.n.01	서울.n.01	대한민국.n.01
코펜하겐.n.01	덴마크.n.01	다마스쿠스.n.01	시리아.n.02
코펜하겐.n.01	덴마크.n.01	다카.n.01	방글라데시.n.01
코펜하겐.n.01	덴마크.n.01	더블린.n.01	아일랜드.n.01
코펜하겐.n.01	덴마크.n.01	하노이.n.01	베트남.n.01
코펜하겐.n.01	덴마크.n.01	아바나.n.01	쿠바.n.01
코펜하겐.n.01	덴마크.n.01	헬싱키.n.01	핀란드.n.01
코펜하겐.n.01	덴마크.n.01	이슬라마바드.n.01	파키스탄.n.01
코펜하겐.n.01	덴마크.n.01	자카르타.n.01	인도네시아.n.01
코펜하겐.n.01	덴마크.n.01	키예프.n.01	우크라이나.n.01
코펜하겐.n.01	덴마크.n.01	리마.n.01	페루.n.01
코펜하겐.n.01	덴마크.n.01	리스본.n.01	포르투갈.n.01
코펜하겐.n.01	덴마크.n.01	런던.n.03	영국.n.01
코펜하겐.n.01	덴마크.n.01	마드리드.n.01	스페인.n.01
코펜하겐.n.01	덴마크.n.01	마닐라.n.01	필리핀.n.01
코펜하겐.n.01	덴마크.n.01	모스크바.n.01	러시아.n.01
코펜하겐.n.01	덴마크.n.01	나이로비.n.01	케냐.n.01
코펜하겐.n.01	덴마크.n.01	오슬로.n.01	노르웨이.n.01
