아내	장부	0.3333333333333333
안	장부	0.3333333333333333
처	장부	0.3333333333333333
책	교정	0.5
책자	교정	0.5
신랑	신부	0.3333333333333333
저녁	자전주기	0.3333333333333333
대패	공항	0.1111111111111111
큰아버지	큰어머니	0.2
말	암말	0.5
이닝_말	이닝_초	0.3333333333333333
벗	짝꿍	0.5
친구	짝꿍	0.5
학자	학생	0.2
만물	지구의	0.1666666666666666
비행기	제트기	0.5
여성	남성	0.3333333333333333
여자	남성	0.3333333333333333
모탕	수망아지	0.0909090909090909
여우	연기자	0.5
선생	선생	0.0625
선생	선생님	0.0625
영화	필름	0.1666666666666666
조류	매	0.3333333333333333
토의	사전	0.0555555555555555
물질	품삯	0.1
재물	품삯	0.1
남자	남자	0.2
남자	소년	0.2
남자	청년	0.2
남자	총각	0.2
녀석	남자	0.2
녀석	소년	0.2
녀석	청년	0.2
녀석	총각	0.2
놈	남자	0.2
놈	소년	0.2
놈	청년	0.2
놈	총각	0.2
지역	지방	0.5
미국해군	미군	0.3333333333333333
편	문헌	0.25
의복	사실	0.125
일몰	해뜨기	0.3333333333333333
어린애_같은_사람	대인	0.3333333333333333
어린애_같은_사람	어른	0.3333333333333333
암소	축우	0.5
기록	보도	0.2
겨울	여름	0.3333333333333333
나무	단풍나무	0.3333333333333333
층	침실	0.1666666666666666
켜	침실	0.1666666666666666
자동차지붕	천장	0.125
병	감염됨	0.25
양	양	0.2
양	온순한_사람	0.2
숙녀	신사	0.2
배모양소스그릇	닻	0.1111111111111111
강	물줄기	0.5
성	격노	0.5
성	격분	0.5
성	진노	0.5
하루	캘린더	0.1111111111111111
바다	해양	0.3333333333333333
해	해양	0.3333333333333333
분	분	0.3333333333333333
손	엄지손가락	0.25
제재목	통나무	0.5
진흙	흙	0.5
복도	복도	0.5
복도	회랑	0.5
면	부류	0.25
면	유형	0.25
점	부류	0.25
점	유형	0.25
경찰	군보안관	0.25
형사	군보안관	0.25
죽음	파묻기	0.125
음악	선율	0.5
맥주	알코올	0.3333333333333333
맥주	주정음료	0.3333333333333333
비어	알코올	0.3333333333333333
비어	주정음료	0.3333333333333333
폭풍	허리케인	0.25
상납	수입	0.1
조세	수입	0.1
꽃	제비꽃	0.1428571428571428
종이	마분지	0.5
종이	판지	0.5
하한	상한	0.3333333333333333
해변	해변	0.25
해변	해안가	0.25
대	커튼	0.2
하운드	여우	0.2
길거리	골목길	0.5
길거리	뒷골목	0.5
배모양소스그릇	마약다발	0.1666666666666666
지인	내빈	0.2
고용주	피고용인	0.2
고용주	피고용인	0.2
손	손목관절	0.125
알코올	브랜디	0.3333333333333333
주정음료	브랜디	0.3333333333333333
전승	승리의_기쁨	0.0769230769230769
집	출입문	0.1428571428571428
모텔	호스텔	0.25
의복	직물	0.2
의복	피륙	0.2
스테이크용고기	고기	0.3333333333333333
못	장갑의_엄지손가락	0.125
댄스밴드	오케스트라	0.3333333333333333
쿠란	성서	0.3333333333333333
영리사업	제조업	0.5
겨울	시절	0.5
겨울	절기	0.5
겨울	철	0.5
열	일백	0.3333333333333333
알코올	진	0.3333333333333333
주정음료	진	0.3333333333333333
모자	막	0.2
창구	집	0.2
팔	손목관절	0.1111111111111111
주거	플랫	0.25
주택	플랫	0.25
집	플랫	0.25
유리그릇	크리스털_식기	0.3333333333333333
포도주	브랜디	0.25
창조자	제조자	0.5
정찬	조식	0.3333333333333333
팔	근조직	0.125
거품	비누거품	0.3333333333333333
기포	비누거품	0.3333333333333333
빵	곡분	0.25
죽음	비극	0.1666666666666666
죽음	참화	0.1666666666666666
죽음	흉변	0.1666666666666666
결석	출석	0.2
그라스	사내	0.1428571428571428
공	바스켓	0.25
타이츠	뜰	0.0769230769230769
타이츠	정원	0.0769230769230769
아들	자식	0.3333333333333333
아들자식	자식	0.3333333333333333
성전	성가대석	0.1666666666666666
천주당	성가대석	0.1666666666666666
의복	서랍	0.1428571428571428
탑형	종형	0.2
아버지	부모	0.5
아버지	양친	0.5
아빠	부모	0.5
아빠	양친	0.5
학파	학반	0.2
크로스바	옥사	0.125
궤도차	찻길	0.125
사전	명확함	0.0526315789473684
집	지하층	0.25
군	군대	0.5
군대	군대	0.5
정규군대	군대	0.5
쇠붙이	에이엘	0.5
의자	재판관의자	0.3333333333333333
구름	안개	0.3333333333333333
소년	아들	0.25
소년	아들자식	0.25
물	얼음	0.2
수권	얼음	0.2
층	블랭킷	0.5
켜	블랭킷	0.5
변호사	변호사	1000.0
특정몸부위	대	0.25
업체	극단	0.25
스웨터	재킷	0.2
스웨터	저고리	0.2
물질	자본	0.1666666666666666
재물	자본	0.1666666666666666
앞발	척추동물의_발	0.25
알코올	칵테일	0.3333333333333333
주정음료	칵테일	0.3333333333333333
야드	인치	0.3333333333333333
알갱이	원자	0.25
입자	원자	0.25
전자렌즈	텔레비전카메라	0.25
끼니	정찬	0.5
가운데	구멍	0.1428571428571428
중부	구멍	0.1428571428571428
중심	구멍	0.1428571428571428
한가운데	구멍	0.1428571428571428
하느님	마귀	0.3333333333333333
하느님	악마	0.3333333333333333
하느님	올드_닉	0.3333333333333333
하늘	마귀	0.3333333333333333
하늘	악마	0.3333333333333333
하늘	올드_닉	0.3333333333333333
자폐선	벨트	0.5
집쥐	생쥐	0.3333333333333333
모터	엔진	0.5
자동차	택시	0.5
고양이	사자	0.5
상당한_크기	규모	0.5
세계	착각	0.1666666666666666
세상	착각	0.1666666666666666
문	문	0.3333333333333333
주석	에이엘	0.3333333333333333
뼈	턱뼈	0.5
곡식	밀알	0.5
방탕아	인체	0.1
집	복도	0.1428571428571428
집	회랑	0.1428571428571428
하느님	귀신	0.3333333333333333
하느님	유령	0.3333333333333333
하느님	혼신	0.3333333333333333
하늘	귀신	0.3333333333333333
하늘	유령	0.3333333333333333
하늘	혼신	0.3333333333333333
능력	역량	0.3333333333333333
능력	적성	0.3333333333333333
역량	역량	0.3333333333333333
역량	적성	0.3333333333333333
풍부함	충분함	0.5
풍부함	풍부함	0.5
풍부함	풍성함	0.5
풍성함	충분함	0.5
풍성함	풍부함	0.5
풍성함	풍성함	0.5
소파	의자	0.3333333333333333
벽	벽돌장	0.2
틀	간	0.3333333333333333
힘	파워	0.5
힘	힘	0.5
익은말	토의	0.25
대역	퍼레이드	0.1666666666666666
배	요부	0.25
배	허리	0.25
복부	요부	0.25
복부	허리	0.25
구름	폭풍	0.3333333333333333
환희	자부심	0.25
환희	프라이드	0.25
소음	수포음	0.5
잡음	수포음	0.5
비	엷은_안개	0.1111111111111111
맥주	음료	0.25
비어	음료	0.25
사람	후원자	0.2
인간	후원자	0.2
인류	후원자	0.2
사과	분비액	0.1
이해력	논리	0.1666666666666666
이해력	논법	0.1666666666666666
통신	언어	0.5
밍크모피	모피	0.5
오합지졸	무리	0.5
물가	해변	0.5
물가	해안가	0.5
전도선	코드	0.3333333333333333
새고기	칠면조고기	0.3333333333333333
역량	능력	0.5
적성	능력	0.5
구름	연무	0.3333333333333333
저녁	끼니	0.5
저녁밥	끼니	0.5
스탠드바	우리	0.2
스탠드바	장	0.2
물	염	0.25
지각력	직감	0.1428571428571428
지각력	직관	0.1428571428571428
상황	상태	0.5
푼수	상태	0.5
형편	상태	0.5
죄	절도죄	0.3333333333333333
유행	패션	0.5
경계선	경계선	0.5
경계선	경계선안쪽	0.5
배모양소스그릇	궤도차	0.2
샌드위치	점심밥	0.1666666666666666
신부	황녀	0.125
여주인공	주인공	0.3333333333333333
궤도차	계량기	0.125
궤도차	계측기	0.125
곤충류	벌	0.3333333333333333
미물	개인	0.3333333333333333
미물	사람	0.3333333333333333
미물	인간	0.3333333333333333
삼	초본	0.1666666666666666
삼	풀	0.1666666666666666
층	병원	0.1666666666666666
켜	병원	0.1666666666666666
궁둥이	혀	0.25
엉덩이	혀	0.25
자기디스크	컴퓨터	0.2
그래프	각도	0.1666666666666666
그라스	이끼	0.125
물고기_떼	법률	0.1666666666666666
어머니	보호자	0.1428571428571428
치열교정의사	치의	0.5
알코올	위스키	0.3333333333333333
주정음료	위스키	0.3333333333333333
입	치상돌기	0.2
조식	베이컨	0.0909090909090909
화장실	침실	0.3333333333333333
접시	사발	0.3333333333333333
고기	베이컨	0.25
공기	헬륨	0.25
대기	헬륨	0.25
행위자	고용주	0.25
행위자	고용주	0.25
동체	가슴	0.3333333333333333
몸통	가슴	0.3333333333333333
성자	아버지	0.3333333333333333
본질	외과학	0.1111111111111111
중심	외과학	0.1111111111111111
핵심	외과학	0.1111111111111111
여자	지기지우	0.1666666666666666
사람	원로	0.25
인간	원로	0.25
인류	원로	0.25
해변	섬	0.2
이야기	주제	0.3333333333333333
이야기	테마	0.3333333333333333
이야기	화제	0.3333333333333333
게임	장난	0.3333333333333333
게임	장난질	0.3333333333333333
주말	주일	0.3333333333333333
짝	짝	0.5
콤비	짝	0.5
여성	아내	0.5
여성	안	0.5
여성	처	0.5
여자	아내	0.5
여자	안	0.5
여자	처	0.5
양	축우	0.25
지갑	자루	0.5
지갑	주머니	0.5
천장	주교좌성당	0.1
콩	커피콩	0.3333333333333333
제재목	종이	0.25
윗면	겉면	0.5
윗면	외면	0.5
윗면	표면	0.5
죄	사기	0.5
괴로움	손상	0.125
괴로움	외상	0.125
아픔	손상	0.125
아픔	외상	0.125
애인	일행	0.25
연인	일행	0.25
초저녁	땅거미	0.0769230769230769
초저녁	황혼	0.0769230769230769
초저녁	황혼기	0.0769230769230769
원로	여아	0.1666666666666666
포도주	증류주	0.3333333333333333
암소	염소	0.2
믿음	여론	0.5
확신	여론	0.5
의정서	계약	0.3333333333333333
부	빈곤	0.3333333333333333
유산	빈곤	0.3333333333333333
우연	비상	0.2
우연	비상사태	0.2
충돌	정복	0.1666666666666666
지인	선생	0.1666666666666666
지인	선생님	0.1666666666666666
병	감염됨	0.3333333333333333
질병	감염됨	0.3333333333333333
게임	익살	0.3333333333333333
동지	아들	0.1666666666666666
동지	아들자식	0.1666666666666666
큰어머니	조카	0.2
노동자	기공	0.25
의사	치열교정의사	0.25
오크	단풍나무재목	0.3333333333333333
벌	여왕벌	0.25
궤도차	자전거	0.3333333333333333
목적	추구	0.1428571428571428
목표	추구	0.1428571428571428
팔월	역월	0.3333333333333333
미군	팀	0.2
구름	날	0.3333333333333333
구름	일기	0.3333333333333333
의사	박사	0.1111111111111111
협곡	골	0.3333333333333333
강	골	0.1111111111111111
태양	하늘	0.0909090909090909
과녁	화살표	0.125
표적	화살표	0.125
초콜릿	파이	0.2
배경	형세	0.3333333333333333
판결이유	선택	0.1428571428571428
리듬	선율	0.125
창자	신경	0.1111111111111111
자전주기	초기	0.3333333333333333
자전주기	초창기	0.3333333333333333
축우	육우	0.5
의사	대학교수	0.1428571428571428
팔소매	줄	0.125
방	온실	0.5
방	욕실	0.5
법인체	업체	0.3333333333333333
장난	풋볼	0.2
장난질	풋볼	0.2
언덕	절벽	0.25
뼈	족관절	0.1111111111111111
사과	캔디	0.0833333333333333
보조자	하녀	0.2
리더	코치	0.3333333333333333
레몬	차나무	0.125
벌	개미	0.3333333333333333
농구공	야구공	0.3333333333333333
벼	콩	0.1428571428571428
침대	가구	0.3333333333333333
강렬한_감정	정열	0.3333333333333333
무정부	대혼란	0.25
무정부	혼돈	0.25
죄	경죄	0.5
기계	엔진	0.3333333333333333
해변	바다	0.1428571428571428
해변	해	0.1428571428571428
앨리	볼	0.1428571428571428
앨리	옥외경기장	0.1428571428571428
