아내	장부	2.3
안	장부	2.3
처	장부	2.3
책	교정	6.35
책자	교정	6.35
신랑	신부	3.17
저녁	자전주기	1.88
대패	공항	3.65
큰아버지	큰어머니	5.5
말	암말	8.33
이닝_말	이닝_초	0.7
벗	짝꿍	8.78
친구	짝꿍	8.78
학자	학생	9.35
만물	지구의	6.67
비행기	제트기	8.1
여성	남성	3.33
여자	남성	3.33
모탕	수망아지	7.07
여우	연기자	7.12
선생	선생	9.25
선생	선생님	9.25
영화	필름	8.87
조류	매	7.85
토의	사전	3.68
물질	품삯	7.88
재물	품삯	7.88
남자	남자	1.75
남자	소년	1.75
남자	청년	1.75
남자	총각	1.75
녀석	남자	1.75
녀석	소년	1.75
녀석	청년	1.75
녀석	총각	1.75
놈	남자	1.75
놈	소년	1.75
놈	청년	1.75
놈	총각	1.75
지역	지방	9.47
미국해군	미군	6.43
편	문헌	7.53
의복	사실	3.27
일몰	해뜨기	2.47
어린애_같은_사람	대인	2.98
어린애_같은_사람	어른	2.98
암소	축우	9.52
기록	보도	5.63
겨울	여름	2.38
나무	단풍나무	5.53
층	침실	3.4
켜	침실	3.4
자동차지붕	천장	7.58
병	감염됨	7.15
양	양	8.42
양	온순한_사람	8.42
숙녀	신사	3.42
배모양소스그릇	닻	2.25
강	물줄기	7.3
성	격노	8.73
성	격분	8.73
성	진노	8.73
하루	캘린더	4.42
바다	해양	8.27
해	해양	8.27
분	분	4.62
손	엄지손가락	3.88
제재목	통나무	7.3
진흙	흙	7.32
복도	복도	9.28
복도	회랑	9.28
면	부류	7.62
면	유형	7.62
점	부류	7.62
점	유형	7.62
경찰	군보안관	9.05
형사	군보안관	9.05
죽음	파묻기	4.93
음악	선율	6.98
맥주	알코올	7.5
맥주	주정음료	7.5
비어	알코올	7.5
비어	주정음료	7.5
폭풍	허리케인	6.38
상납	수입	2.38
조세	수입	2.38
꽃	제비꽃	6.95
종이	마분지	5.38
종이	판지	5.38
하한	상한	1.73
해변	해변	8.33
해변	해안가	8.33
대	커튼	3.03
하운드	여우	2.38
길거리	골목길	5.48
길거리	뒷골목	5.48
배모양소스그릇	마약다발	4.28
지인	내빈	4.25
고용주	피고용인	3.65
고용주	피고용인	3.65
손	손목관절	3.97
알코올	브랜디	6.98
주정음료	브랜디	6.98
전승	승리의_기쁨	8.98
집	출입문	5.4
모텔	호스텔	8.17
의복	직물	5.47
의복	피륙	5.47
스테이크용고기	고기	7.47
못	장갑의_엄지손가락	3.55
댄스밴드	오케스트라	7.08
쿠란	성서	5.0
영리사업	제조업	7.02
겨울	시절	6.27
겨울	절기	6.27
겨울	철	6.27
열	일백	3.48
알코올	진	8.65
주정음료	진	8.65
모자	막	2.67
창구	집	3.33
팔	손목관절	3.57
주거	플랫	5.8
주택	플랫	5.8
집	플랫	5.8
유리그릇	크리스털_식기	6.27
포도주	브랜디	5.15
창조자	제조자	9.62
정찬	조식	3.33
팔	근조직	3.72
거품	비누거품	8.57
기포	비누거품	8.57
빵	곡분	3.33
죽음	비극	5.8
죽음	참화	5.8
죽음	흉변	5.8
결석	출석	0.4
그라스	사내	4.57
공	바스켓	1.67
타이츠	뜰	1.67
타이츠	정원	1.67
아들	자식	7.5
아들자식	자식	7.5
성전	성가대석	2.95
천주당	성가대석	2.95
의복	서랍	3.02
탑형	종형	1.9
아버지	부모	7.07
아버지	양친	7.07
아빠	부모	7.07
아빠	양친	7.07
학파	학반	4.42
크로스바	옥사	1.9
궤도차	찻길	3.4
사전	명확함	6.25
집	지하층	1.97
군	군대	5.95
군대	군대	5.95
정규군대	군대	5.95
쇠붙이	에이엘	7.25
의자	재판관의자	6.67
구름	안개	6.0
소년	아들	6.75
소년	아들자식	6.75
물	얼음	6.47
수권	얼음	6.47
층	블랭킷	3.02
켜	블랭킷	3.02
변호사	변호사	9.35
특정몸부위	대	8.33
업체	극단	9.02
의복	직물	5.87
의복	피륙	5.87
스웨터	재킷	7.15
스웨터	저고리	7.15
물질	자본	6.67
재물	자본	6.67
앞발	척추동물의_발	4.17
알코올	칵테일	6.73
주정음료	칵테일	6.73
야드	인치	3.78
알갱이	원자	6.45
입자	원자	6.45
전자렌즈	텔레비전카메라	4.28
끼니	정찬	7.15
가운데	구멍	3.55
중부	구멍	3.55
중심	구멍	3.55
한가운데	구멍	3.55
하느님	마귀	1.8
하느님	악마	1.8
하느님	올드_닉	1.8
하늘	마귀	1.8
하늘	악마	1.8
하늘	올드_닉	1.8
자폐선	벨트	3.1
집쥐	생쥐	7.78
모터	엔진	8.65
자동차	택시	7.42
고양이	사자	6.75
상당한_크기	규모	6.33
세계	착각	1.03
세상	착각	1.03
문	문	5.25
주석	에이엘	6.42
